Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
126537,B003CGQOZ4,A26NW4KBT9Q71N,Beatrice,0,0,5,1347926400,Great Coffee,I truly enjoy this product.  I look forward to coming to work as it is the first cup of coffee I have in my office.
333144,B000OK406Q,A3T8AGK8IZ88KC,AppleLover123,0,4,5,1334448000,Confused for a second but...,CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT CARMEL WUT<br /><br />a b c d e f g h i j k l m n o p q r s t u v w x y z
16305,B007TJGZ54,A2FJH6TNED2M1P,Jeffrey Upah,0,0,5,1315094400,Delicious cup of coffee,"Delicious cup of coffee. This is not the best coffee I have tasted but it is very enjoyable and I have not found one That I do not enjoy. Quick, easy and enjoyable."
196134,B0007RL9RY,A1H3CC32K3XXCJ,Daniel Lugo,16,17,5,1313712000,Read the warning on the bottle.,"Before ordering this product I compared the reviews between this product and the dozens of similar products containing the Ghost Pepper.  Since Dave's Ghost Pepper Naga Jolokia hot sauce seemed to have the best reviews it is the one I picked.  At only five ounces it is not exactly a bargain.  Keeping in mind the fact that I could not find any sauces containing the Ghost pepper locally I was not concerned with the price.  So I took a leap of faith in Dave's sauce.  I was not disappointed.<br /><br />I received my bottle in only two days using Amazon Prime.  It came in bubble wrap and was completely safe in it's packaging.  After popping off the seal I took a big whiff and passed it around the room.  The aroma was fantastic and a kick in the face at the same time.  Our mouths watered immediately.  Ignoring the warnings of my family, I had to try a dab on my finger right away.  The taste was great but soon came a wave of intense heat which overpowered the taste.  My eyes watered and I smiled in satisfaction as I reached for a cold beverage.  My money did not go to waste.<br /><br />At dinner time I decided it would go great on my chicken.  I only wanted to pour a little on.  I shook the bottle anticipating the thickness would not allow the sauce to come easily out of the bottle.  I was wrong.  A big glob covered my meal.  My wife argued with me not to eat all of it and get some off the chicken.  But like most husbands, I did not listen to my wife.  I did not want to waste it.  So i took the first bite...excellent taste...but then....oh god...for some reason the spiciness made me crazily devour the whole thing.  What a dumb thing to do.  The next half hour was torture.  My eyes were running and red, I got the hiccups and felt as though I wanted to throw up but did not.  I drank all of my soda fast.  I slammed my hands on the table in agony as my wife prepared the milk which could not come fast enough.  I was in bad shape.  I would not wish it on the worst of my enemies.  Dave...You got me.<br /><br />On closer inspection of the bottle, after my episode, I discovered the warning.  Use a drop at a time.  Bah! Stupid me.  Well...you know what they say.  Good stories usually start out with a bad decision.<br /><br />This product should come with a dropper.  It is definitely a favorite in my book.  I will buy it again but with more respect for the sauce."
138991,B0041CIR62,A2DB720I9XRX7K,K. Draper,0,2,4,1327449600,yummy stir-fry alternative to rice,"I love to make stir-fry veggies, and I almost always have them with brown rice, so I was excited to have the chance to try this noodle product made from brown rice. As soon as I got the product, my son and I put together a terrific dish with this! After reading the two recipes on the back, here is what we improvised: Chop up half a small cabbage, an onion, two cloves of garlic, two stalks of celery, a red bell pepper and a few small portabella mushrooms. Saute in about a Tablespoon of olive oil. Soak the noodles for a minute or so. Add the noodles to the mix. Add one small can of chopped anchovies, along with the oil from the can. My son put lots of red pepper (cayenne) in, and I thought it would be too much, but it was actually delicious in it. We had a package of portabella mushroom soup in the fridge, so I added about a third cup of that for flavor and moisture. With this package of Peacock Brown Rice Vermicelli, a little imagination we concocted a delicious hot dinner dish. The only thing I would have added if I had some would have been some seafood--such as scallops and/or shrimp. Bits of chicken would have worked nicely, too. It was quite filling and satisying. I will probably get more of this brown rice vermicelli to keep on hand for quick dishes."
259054,B007OXJK1Q,A2ITZC8YX0DOLS,"Seamus Mccormack ""euripides 203""",0,0,4,1308787200,"Wife loves it, too mild for me","My wife loves this Caribou Daybreak blend, I don't because it is too wussy! I know, a strange word to describe coffee but it has NO kick at all! At the other end of the spectrum, I also don't like espresso blends because they are too strong. I suspect this blend might be good for iced coffee, though."
496930,B005HG9ET0,ACH3XM6K1M4AK,L. Jonsson,0,1,1,1348012800,"Water, water, everywhere...but not a drop to drink","I think one of the other reviewers summed up my feelings best concerning this product with their intro line to their review, ""Have you ever had...dry water?""  I understand the health benefits of drinking bottled water, but I did not like the taste of this one.  Another reviewer described this water as having a ""silky taste"" but I could not get the dry like, metalic taste out of my mouth after I drank this.<br /><br />My family did not seem to like this either.  My Husband stated he preferred tap water, after I fixed him a glass.  My 9 year old son made a face as he tried to drink it, stated he did not want to finish it, and proceeded to pour the rest down the sink.  My 11 year old tried it, stated he liked milk more than any other kind of beverage, and also said he did not want more.<br /><br />Again, for the health benefits the company advertises related to this water, perhaps that is why some people have given this water rave reviews.  It is simply not for me or for my family. I like tap water, and because tap water has fluoride in it, I feel tap water is better for bones and teeth.  This product was a free sample, and this is not a product I would ever buy."
62445,B0040Q0EJW,ACL99Q8EHCK6M,A. Stribling,1,1,2,1337644800,Not a fan,"I got these because I like the Myojo curry flavored ramen and thought I'd give these a try. Something about the texture is off. The udon are too dense. Even with soaking them in hot water, draining, then adding water for the soup, they're still too dense. The curry flavor is okay, pretty mild, but there seems to be some weird after taste, like maybe these have been in the plastic packaging too long. Either way, I'm going to stick with more expensive Japanese udon or the Nong Shim udon which has the right texture and no weird after taste."
184312,B002HFWN38,A1J3ARPCL80OB1,Teddy Shah,0,1,3,1332374400,Great Taste; Terrible Price,"This is a great tasting coffee, however since Taster's Choice has taken the canister off the market it is a terrible price for your basic cup of coffee.  You might as well walk over to your Coffee Beanery for your Hazelnut Coffee fix!"
84743,B000ETAJZI,A2JB3YP3163L8D,Linda B. Abad,0,0,4,1323216000,La15cats - Midel Gluten Free Chocolate Sandwich Cookies,"I have been buying this cookies for a long time now, and enjoy them very much.  They taste great - as good as oreo cookies.  LOVE THEM, and will continue to buy them.  I recommend them highly to anyone who must eat Gluten-Free."
318980,B001EM1M1O,A39JZP9AK4F52R,"John Paul R. Jones ""Star, Saeco,Fitz Grips""",0,0,2,1293494400,Bought for sprouting but they refused to sprout,"The Amaranth we wanted to sprout then dry the sprouts, grind to flour, add them to our sprouted wheat flour, to add extra protein to our sprouted whole wheat bread.  We tried and tried but they refused to sprout.  We have three kinds of sprouting methods. And wanted the burst of extra nutrition that grains gain from being sprouted. The the third kind of three seed shown and ordered K???? sprouted fine and tastes good.<br /><br />The Amaranth would probably be best cooked for breakfast.<br /><br />The supplier was fine and gave us a refund to our Amazon card."
512871,B000E65OK6,ABBO70GOHM3F3,JD,0,0,5,1350604800,Yum,This is my new favorite tea. Great peach taste. I wish it were slightly stronger but it's a good tea.
442863,B008QLRIQY,A2TP3GAM8OY1GR,Jude,0,0,5,1344384000,No drive through at Starbucks?,I love my Starbucks Sumatra first thing in the morning.  I was not always up early enough to take the detour to Starbucks and now I don't have to!  These KCups are perfect and delicious. Now I can have my fav coffee even before I take off my slippers!  I love this product!  It's easy to order - arrived quickly and the price was good.
460922,B001NZTESU,A2U8BEQDG3DBL2,happykelly,4,4,5,1285372800,happyhipster,"I was so happy to find this product online, it is difficult to find consistently in stores.  My two dogs showed noticeable improvement (after 2 weeks) from stiff joints.  A healthy 15 year old with the expected stiff hips and a romping 9 year old who has dry joints (who doesn't?).  They both love the taste and I'm happy not to have to crunch up the supplements into their food everyday.  I love the healthy ingredients and lack of fillers, I believe that is why my dogs live long lives. I put it on auto ship!  Yay! No more trips for the forgotten dog food!!  Thanks Amazon!"
35882,B000LKXJEI,A1FNCMOQ86GPHY,"Jennifer Ashcroft ""Jenni Ashcroft""",1,1,5,1268956800,Great snack for on the go moms!,I loved this!  I am a vegetarian and a mom that loves to have something in her purse for weak moments!  This totally fits the bill.  I looked on the Primal Spirit website before ordering to see the differences in nutritional content between all of the flavors and I was surprised that there was quite a difference.  I ended up choosing the Texas Barbecue because it equaled 2 Weight Watchers points and was the lowest in calories.  They are definitely pricey but in my mind totally worth it.  A lot come in a box and they are a great snack to carry with you!
487005,B000PDWBKO,A303SFIHFMIFJC,Myra Beauchamp,0,0,5,1330300800,Great northern popcorn,"I love this popcorn, Tastes just like movie house popcorn and so easy. just empty the packets into a pan , I use  Whirley-Pop Stovetop Popcorn Popper, and it comes out perfect."
518778,B000F8J2IS,A2HX3XGTSBH2TL,"B. Procell ""educatedink""",0,0,5,1264032000,Peach!,"I love peach Jolly Ranchers.  Unfortunately, this is the only way you can buy them.  I even contacted Hershey with a special order request, no luck!  These are hard to find in local stores and when I do range about $2.50/bag.  My sweet tooth will always smile with autosubscribe....."
55908,B003EX2ECM,ATMGZ5RGQ80DQ,Twysted,14,16,5,1305936000,Amazing product!,"Been using this at home and getting some fantastic results!  It really does make a lot of new things possible with meat if you get creative with it.  I recreated Wiley Dufresne's shrimp noodles and a couple of other recipes from david changs momofuku cookbook.  I'm suprised by some of the reviews here, some of these people seem to not really have a clue what this stuff is all about!"
145903,B000VK6MTM,AU8GZDK6KHXCW,Jan,0,0,5,1326240000,Complete Meal,"Healthy Valley Soup is a complete meal for me. The beans fill me up. No fat, low calories, low sodium healthy  meal. Thank you Healthy Valley and Amazon. Jesus bless."
443190,B000FW3RSU,A3R2YHUC9T8YZ7,drlab,0,0,5,1329436800,"Very addictive gluten free chip - please make ""subscribe & save"" available","This and Blue Diamond Nut Thins are my 2 favorite rice chips, both having good flavor alone or with cheese or dip.  These are cheaper through Amazon in bulk than what I can get locally, but Blue Diamond is cheaper locally, even singly."
221793,B00149MSRY,AI5ILHSOQASFQ,"L. Arrington ""Rocketmom""",4,4,4,1302480000,Lavazza Blue espresso capsules,This capsule will ONLY WORK in the Lavazza Blue espresso machines. It is very good espresso with a mild flavor.
386884,B000PGQQFC,A1BEBGYCAUCC2Z,"Virginia A. Lammers ""love my tea""",0,0,5,1225152000,Harney & Sons Cinnamon Spice tea bags,"Shipment was prompt, product is great, shipping is a little high. Very satisfied with overall experience."
84559,B002ZOIKMY,A2OIGRNSSW7WSR,"B. G. Hoffman ""Bryce""",0,0,5,1347321600,Great Ice Tea,This makes a great iced tea.  Three bags steeped for 3-5 minutes with a teapot of hot water in a gallon container then cut with cold water to make a gallon works for me.
461359,B001RMB4WI,A21VPOK2YC36H8,cat,11,11,4,1298419200,working with miso paste,"The bag of miso comes in a little large but I broke it up into serving sizes and froze it.  I made a pink grapefruit salad dressing to go over a salad (great summer salad). 1 tablesoon of orange juice, 1 tablespoon of white wine vinegar, 1 tablespoon miso paste, 2 teas of diced onion, 2 teas olive oil, salt and pepper.  make your salad using romaine, sliced red onion, slice fennel cut up boneless skinless cooked (store bought rotissarie is good), and red grapefruit sections.<br />I also made a mushroom soup with onion, garlic mushrooms, rice noodles and miso paste, vegetarian broth."
488911,B005K4Q1YA,A1SYHKAXCYCE20,linwilrou,0,0,3,1326153600,Tastes like hot water,"When I drink this, it tastes like flavored hot water. I think the powdered stuff you add water to that you get in the grocery store tastes way better. Won't be ordering this again."
493921,B0037AJCA4,A1N7KU6I6HF30S,A. Ringrose,3,3,5,1312934400,Bamboo,"Bamboo looks just like the picture, and 6 months later it is still growing strong and very green!  Awesome!"
169925,B004727DAM,A2D9YP4A2HOLFW,konamazon,1,1,5,1322697600,only brand of pasta worth eating,"my family loves this pasta and we can only get it at one store not super convenient, plus it's way more expensive there than buying in bulk from amazon!"
157843,B001SB2SPK,A3UQJYB996DGA1,"Rachel ""(soon to be) Nurse Rachel""",1,1,5,1313625600,Delicious - nutritious - amazing alternative to fatty potato chips,"My husband and I are big fans of hummus, so when we saw hummus chips we had to try them.  Little did we know they would become our favorite crunchy snack. The Olive oil, lemon, and feta combo is perfect - and amazing with dip, cheese, hummus, and just by themselves.<br /><br />Even better - eating a whole bag (as we often do) isn't even that bad for you.  We are both gastric bypass patients and this is something we can eat without feeling any guilt - we just enjoy it.<br /><br />In fact, we just finished off a bag of these delicious chips with a combination of sharp cheddar cheese and Greek yogurt ranch dip (another amazing guilt free alternative).<br /><br />Highly recommend giving it a try - you'll be hooked just as we are."
534469,B001DBRU4O,A7OQ314GZUUSS,ShopperInSeattle,0,0,5,1339545600,These are great!,"My toddler loves these mum-mums.  I can't find the strawberry flavor in any store.  These are my 'go to' snack when we're at the grocery store.  They keep my daughter happy and don't make a big mess.  I keep waiting for her to decide that a teething biscuit is too bland to be her special snack, but they are what she always asks for.  While not as healthy as bringing along apple slices, they are much better than other alternatives (and I have to reiterate the important fact that they aren't messy - my favorite part!)."
329780,B002QWHJOU,ASCSHRBJ9Z04X,"R. Colley ""~~RC~~""",0,0,5,1310515200,Great Doggie Treats,My little pom absolutely loves the Greenies Dental Chews. Amazon provides the bigger pack of 96 at a cheaper price than you can find in stores. When they arrived today I told my dog her treats were here and she knew exactly what I was talking about. She was jumping up and down and could hardly wait for me to open the package. As soon as I got it opened she grabbed her little Greenie and went to town!!
304736,B000HQPGF6,A3HCHJAXRN8OXA,Jennifer Moreno,1,1,5,1235001600,The Best Italian Seasoning,"This seasoning blend used to be carried in our local store, and then suddenly we couldn't find it ANYWHERE.  I'm so happy to be able to order it!  It's so much more than your regular, grocery-store mix of oregano, parsley, and other greenery.<br /><br />We use it in so many things.  Of course, it's great in our Italian dishes.  It's also livened up things such as sausage balls, spinach dip (SO GOOD), and even just oven-baked chicken.  I never thought I'd order spices online, and I never thought I'd be so happy to see a package arrive.  :)"
318668,B001E5E33U,A30YRTLX2ZPFK4,Mr. Cairo,0,0,5,1290038400,Great tea at a great price!,"Great tasting tea at a very good price!  If you love English breakfast tea, this is great especially with just a little cream."
54526,B001TLY7A8,A25F85HHI7PND6,Marla McDowell,1,3,4,1330992000,The Cats Love This - But There's Something that Bugs Me,"I ordered this cat food because we have two cats in the house and we have an agreement to keep the cats on more natural or organic foods.  They really seemed to like the cat food with fish in it, and my friend swears by the Weruva foods.  So I went ahead and ordered a case of 24 - 3 oz cans.  And of course, both cats loved it!<br /><br />But there's one thing that's really nagging at me.  Weruva cat foods, according to their ""advertising"" on the label, are manufactured and processed in a facility that processes human food.  To me (but what do I know?) it seems like a good thing for the cats, and perhaps not such a good thing for me.  I'm not feeling really great about this whole idea of the place where my food comes from also processes cat food.  The cardboard box gave me a few more clues - since it said in rather large letters - Made in Thailand. (It's also on the individual cans and packages - in really teeny tiny letters.) And so then I thought, ""Well, I don't buy anything from Thailand so I should be ok.""<br /><br />I'm usually not that squeemish - my father was in the meat production business - first as a buyer, then as a USDA live animal inspector and I also spent quite a few years of my childhood on or around farms.  I get the ranch/stockyard/processing plant connection - I've seen it up close and personal.  But then I remembered that Phillips Crab, the makers of the Maryland cakes with restaurants and food processing - which originally came from the Chesapeake Bay - was now processing blue crabs ""farmed"" in Asia.  And it seems that often tilapia in the market comes from Asia.  Now I'm wondering what else is from there - and more importantly - how do they handle their food production that's for the US market.<br /><br />Bottom line - Weruva's great for cats and they love it, but perhaps we need more information on our how our own foods are handled."
526204,B001EQ5PVI,A3LM7UU3BRW5X9,"Edane ""edane""",13,14,5,1191974400,excellent subtly smokey tea,"I make no claim to being a tea expert. I simply like to drink tea. This one makes a nice change. The flavor is gently smokey and smooth; one could call it lapsang for beginners :-). If you find you enjoy its gentle smoke then be daring and try lapsang souchong which is _very_ smokey indeed. Go easy on the amount, a little goes a long way, and give it a few minutes to fully unroll its leaves. Then enjoy!"
548460,B000ER6YGI,A1X0MH7LEC5JMV,Happy Mommy,1,1,5,1317859200,"smooth, not chunky","I love that there are no chunks of spinach in this baby food, i can feed it to my baby without worrying about that. It's great to be able to feed him a superfood that he finds tasty. I like to put a bit of this in with all of his meals so he is always eating a green veggie."
483559,B001E6K63A,A26WPKQ28OFXB1,Brett,0,0,3,1324598400,"Good service, Poor Quality","So I was pleased to see that the cereal arrived before it's intended ship date, however when I poured my first bowl this morning and went for my first bite, I was pretty upset. I let it soak in the milk for a few minutes and then went to grab a big clump for my first bite, when I went to bite into it, it was rock-solid. I mean a hammer couldn't break through this stuff. It turns out all the clumps are the exact same way, and that's my favorite part of the cereal. So I'm still eating it and just not eating the clumps because it still tastes good, I was just ultimately let down by this."
182556,B008RWUKXK,A3J3ZHGDUDPCFL,fatmav,1,1,4,1334620800,"Great snack, wish there are more blueberries","As a snack this Kind Health Grains Vanilla Blueberry Clusters with Flax Seeds is really good. The cluster size means it is more substantial than normal granola. Although you don't really need any milk to eat it, it does keep its crunch quite well even in milk. I like the blueberry taste and it is natural (some other brands taste like medicine syrup to me), but it is perhaps a touch too subtle. For the somewhat steep price, I would expect more blueberry."
195439,B000VK2WZA,AD63V1AC9DO43,"Suzanne L. Searle ""puma""",1,1,5,1217808000,as long as he likes it...,"i'm giving this a solid 5, because my old but healthy cat loves this stuff and it's wicked good for him, but i'll tell you right now that this stuff looks and smells quite gross; as long as i don't have to eat it, it's all good."
542831,B000GB0TMW,A33XK73EGWE3U7,Jilly,1,1,4,1271635200,Strong but deelish!,"By looking for an affordable substitute to the big coffee chains, I found this. It's excellent and more healthy because it is not full of sugar like other powders. At first I kept making it WAAAAY too strong because I've tried many other types of powder that required 2-3 tbsp per cup. This powder is pure green tea and a little goes a long way. Because a little goes a long way, it is definitely worth paying a little more $$ for this product...the other ones might be cheaper but you need a lot more in your cup to make a good quality green tea latte."
558982,B000REI2X6,A2RRKBVLQLV8WE,Mary,0,0,5,1182816000,Love the Flops,My husband is actually form Fairfield and his mother has been sending me flops for quiet some time. I love to get then and the variety is always great. We have gotten more that 3 dozen bags in about a year and a half and i can not remember getting one that was not well rounded in variety. We love the flops and are always happy to see them delivered .Great to see they can now be ordered over the internet
277505,B000VK8AVK,A668DPP6GDYX5,"ladybug56124 ""Carol""",0,0,5,1266364800,The best of the best,I don't feel guilty about eating these chips.  They are the best of the best and I have ordered more.  There is a great variety to choose from and enjoy.
419529,B0029ZAOW8,A1L0DQB9S2RFB0,J. Nelson,0,0,5,1335657600,suprisingly tasty,"I normally don't care for artificially sweetened drinks of any kind, especially odd flavors like orange but this product is actually quite tasty. The effects can vary. I find that 1/2 a bottle isn't enough But a full bottle causes me to get jittery. All together though its worth the price"
400182,B002IEVJRY,A3J356L2ADK05Z,"crown of indica ""buckethead noir""",0,1,5,1337299200,Good--And I'm not a Coffee Fan!,"I was expecting this to taste like a store-bought frappaccino,sweet and creamy but with that ""factory produced"", in-genuine edge to it. I was surprised that it tastes more like something you'd pick up from a coffee house though! The actual coffee bean flavor stands out in a more robust manner than a typical canned coffee/capp/frapp drink."
351057,B0034KN29O,A3HTMUB72A5P79,Jman,4,5,1,1318982400,Incorrect information,"At the time of purchase, the production description stated:<br /><br />Blue Diamond Natural Cinnamon Brown Sugar Oven Roasted Almonds 8 oz<br />by Blue Diamond<br />Be the first to review this item  Like (0)<br />List Price: $32.55<br />Price: $6.82 ($0.12 / oz)<br />You Save: $25.73 (79%)<br /><br />Product Description<br />Blue Diamond Almonds Oven Roasted Cinnamon Brown Sugar - 6 Pack<br /><br />Both the list price and description suggests that it is a 6 Pack.<br /><br />I ordered 2 and received 2 ""1 packs"".<br />This is a single 8 oz container."
299344,B002LVA88U,A2SIKAGJLSUXTJ,"E. S. Richman ""E Esquire""",0,0,5,1291161600,The best sports 'supplement'!,"I use these while biking and hiking. They taste great (maybe I'm biased because I love jellybeans, but I can't help it!) A fun and convenient way to get my electrolytes."
238103,B003JHN8IM,A1N74595Y3X0JR,bullet180,2,2,4,1298937600,Not dissappointed,"This is the only kind of chews I feel comfortable giving my two bulldogs. They are sooo expensive at pet stores so I found this place.  They dont last as long as the store name brand BUT well worth it.  Its close enough.  My dogs love them, I love them.  I enjoy saving them for a tasty treat.  The price is perfect.  Will definitaly order again."
39539,B00028P3CK,A32A4Q0FULORM5,E. Guido,1,1,5,1296691200,Best of all,"I tried several different brands of stevia over the yrs. IMO This is the best tasting. One or 2 mini scoops is all you need. There is NO bitterness with this brand. I have been using it for over a yr, and even substitute it in my cooking, where it calls for 1/4, 1/2 or cup of splenda I use this instead BUT not equal portions I use the mini scoop, 1,2,3 scoopfuls is all thats needed."
84422,B000ETAJZ8,AXDGA4I367NXR,Carol Matt,0,0,4,1279670400,Good gluten free cookie!,"Good tasting cookie.  Will satisfy your sweet tooth.  Very hard, though.  Definitely good for dunking in your coffee!"
472137,B001B1KH1Y,A385OZ6LAF2CJG,WinThePennant,6,6,5,1314748800,Kills... Bugs... Dead,"I don't mind having lots of bugs in my yard as long as they stay out of my house and don't bite me.  I enjoyed a peaceful co-existence with the ants until they decided to break all the rules.  They attacked me while I was mowing the lawn, and invaded the house and helped themselves to the dog's food.<br /><br />This meant war.<br /><br />After doing my research, I decided to buy the Terro Ant Dust.  It was the cheapest, and had high marks from my fellow Amazonians.<br /><br />This stuff works.  I sprinkled it on the dirt ant hill, and watched the ants go crazy and die.  To speed things up, I poked their colony with a stick.  This made hundreds of them pile out of their ant hill and walk all over the white powder.<br /><br />I'm not sure how Terro Ant Dust works.  It doesn't look like the ants eat the stuff.  But, die they do.<br /><br />CAUTION:  Every single time I applied the Ant Dust, I took care to not get it on my hands, eyes, or to breath it in.  Still, I felt sick after each application.  Next time, I guess I'll wear a haz-mat suit so that I avoid all contact with the Ant Dust.<br /><br />UPDATE:  After 24 hours, most of the ant hills are without activity.  BUT - new ones have popped up.  Huge ones.  These ants are active.  I hit the new ant hills with more Terro.  Next step - Spray the entire yard with indiscriminate bug killer.  A man's got to do what a man's got to do!"
59411,B0037QTL3Q,A37HTX9T0FE4DS,disneygma11,1,1,5,1299801600,Delicious but Hot!,"I have been looking everywhere for some Homemade Hot & Sweet Pepper Relish like my Aunt used to make. I have tried several brands when I ran across this brand made by Amish Buggy. I knew that it probably would taste about the same after I read about it and its ingredients so I decided to give it a try. It arrived today and while I have not eaten any of it with a meal yet, I did open the jar and taste it and it was exactly what I was looking for. It has to be the closest that I have ever came to my Aunts Relish. I will be ordering again in the near future! Let me warn you though that it is extremely hot! I would not recommend it if you have Ulcers or IBS or some other stomach issues and definitely would not recommend it for Children as it is just way too hot for them. But if you like a hot relish then you would absolutely love this one! Great job Amish Buggy, you have a repeat customer here!"
498276,B0030VBPN2,A3L0Z0FBF5C3C4,"Michelle Henry ""organic lover""",1,1,5,1320278400,SquappleSauce,I'm convinced this is a specialty gourmet applesauce for adults. Wish it came in larger portions...just LOVE it! I can totally differentiate the apple and squash flavors. Amazing!
388063,B007RTR8UM,A17FLA8HQOFVIG,Linda Linguvic,0,0,5,1339632000,Works well with the shampoo,"Love the fragrance, love the quality, love the shape of the bottle.  This fine conditioner is a perfect companion to the shampoo.  It is also a fair price. My hair feels soft and fragrant after using it. Can't ask for anything more."
529272,B000E3ZFDA,AKTXPES87T1GC,MsCGC,0,0,5,1315440000,"Great Etouffee Base, Closest to Making Your Own","This is a great shortcut if you don't have the time (or the energy and resources) to make a blond and dark roux from scratch.  If you're the kind of person who does make from scratch, this base gives you the flexibility to add your own personal touch.  I've let this base stand alone and I've added my own mix of spices.  In both scenarios, everyone who ate (even some folks who've frequented New Orleans for cuisine) were honestly pleased.<br /><br />Of course, keep in mind, this is a shortcut.  It won't match up to true blue creole cooking, but for folks like me who live hundreds of miles from Louisiana, this is the next best thing.<br /><br />Amazon priced it well, keep in mind, it's a box of 12 and the expiration date might be within one year of your purchase.  While that would seem like a downside to some, I think etouffee once a month is not enough etouffee at all."
24242,B0013NUGDE,A1MBAFQ8GQOOFO,LazyNinja,1,1,5,1325894400,BBQ Flavor is...well.....DAMN GOOD,"BBQ = very tasty.<br /><br />Original = Not that tasty.<br /><br />Cheddar is Okay and the sweet potato, if you can find it, is light on flavor but good none the less.<br /><br />Go with BBQ. You wont regret it. Probably."
459554,B0078EZHZE,A2D86JTG0BW9US,"E. M. HAMILTON "".: Just Folks""",84,86,5,1293667200,Awesome Quality,"True Himalayan Pink Salt.  I won't bore you with all the wonderful benefits of this mineral-rich salt.  I'll figure you won't be here if you aren't already aware of them.<br /><br />This is excellent, rich, pink salt.  It is ground very well, and is suitable for use as both kitchen and table salt. It has a nice flavor and works perfectly in all our recipes. If you plan to store it in a shaker, you want to add some uncooked rice in with it, or it will lump badly.  It is very fine, so it absorbs all the moisture, without rice to help it.<br /><br />We love the quality of this brand, and will buy more, and more. :)"
50477,B001534QYW,A1DMSW62YTOH9L,D. Kelson,0,0,5,1257120000,Very Good,"I like this product.  It tastes good and I have had no ill effects.  I have a can with lunch and another with dinner and I haven't hadn't any problems sleeping.  I don't drink diet pop because of the after taste, but this has no after taste."
282923,B002OSS32I,A3LIY0K5ANGKVT,"Rossputin ""Mike A.""",0,1,1,1306972800,$24.98?????,"These are available for about $11 at Sam's Clubs.  Not only that, but these are far inferior to the Costco version that is made by Jelly Belly.  The Costco (Kirkland) type costs about $15 in Costco stores and is a much better product flavor and texture wise. Well worth the extra few $s."
442077,B004M1UKB2,A1GSUOW4JJL4TP,redbeard90,1,1,3,1322611200,A bit strong,"I'm someone who prides myself on enjoying unusual foods, so I bought these sardines almost impulsively.<br />I won't say I dislike them, but I can't bring myself to praise them either. Perhaps they have to grow on me.<br /><br />I like sardines, I love maple syrup, and I usually enjoy smoked foods. The combination of the three, however, is a bit much. By itself, I cannot tolerate the overpowering sweetness combined with a distinct smokiness. The taste of the fish itself has taken a back seat to these two much more dominant flavors.<br /><br />It took me a while to find something that actually worked: cream cheese. Toast, cream cheese, and these sardines created a pretty good open-face breakfast sandwich. Cream cheese has a way of tempering even the strongest flavors (vegemite, smoked salmon, capers, etc). There are probably other good ingredient combinations, but I have yet to find them.<br /><br />Bottom line: These fish are very sweet and quite smoky. Be prepared to experiment a bit to find an enjoyable way to eat them."
354125,B002TM5458,AU7HY25U38CYR,Austin Chickie,1,1,3,1331769600,Too many decaf!,"I did like the selection of coffee so I could sample a large assortment without buying a large box and being stuck with somethign I don't like.  However, negative - out of 35 cups, 11 were decaf.  That's 1/3!  I don't drink decaf...who does anyways?  I drink coffee to WAKE UP.  Will not purchase again, and do not recommend."
71249,B002C0Z5P6,A1DUMMBBPL8VFS,J. McDonald,0,0,5,1310601600,Easy and the Kids LOVE it,"I give this to both my 1 and my 2 year old as an easy snack or a side to a lunch.  They both LOVE it.  I like that it is organic, and that there isn't a lot of extra stuff.  It's just mashed up fruits in a really handy container.  Great for keeping in your purse for when you are on the go.<br /><br />This same company makes a fruit and veggie mash-up too.  It is a genius way to sneak some vegetables into a picky 2-year-old's diet.<br /><br />For the fruit-only variety, this one (tropical) is the favorite of both my little ones. Although I should note that they have liked every single flavor.  This is just the flavor they reach for most often.<br /><br />These are expensive, that is the downside.  But I've looked high and low and haven't found a better price than this  (online OR in my local stores)."
410800,B000EQVAFY,A3F99BOVFQFCZZ,John B. Stoll,0,0,2,1255046400,most of the chips were in very  very small pieces bad shipping,chips were very good but there must have been a shipping problem all the chips were in small pieces
260618,B0000CEPED,A24ZV048V7J0MT,"Murphy ""Goldenmom""",1,1,5,1302220800,I Love These Say My Dogs,"I bought these during Amazon's 4/3 promotion.  I have two golden retrievers who are spoiled badly and I am constantly looking for healthy treats for them.  These are perfect because I can open one package and have one bone for each dog.  They love these and sit waiting for them.  They are not soft but not like rawhide so when they chew on them, it helps clean their teeth.  There are enough vitamins and flavor to keep them interested until the whole bone is gone.  I would definitely buy again."
